CCAA,Sexo,Tipo_Centro,Usuario_Experto_Pct,Usuario_Avanzado_Pct,Usuario_Basico_Pct,No_Usuario_Pct,Suma_pct,Desviacion_pp
Comunitat Valenciana,Mujeres,Centro Público,8.078535637590756,0.07158196134574088,0.020451988955925964,0.0,8.170569587892423,-91.82943041210757
Comunitat Valenciana,Mujeres,Centro Privado,4.047976011994003,0.07496251874062969,0.029985007496251874,0.0,4.152923538230885,-95.84707646176912
Extremadura,Total,Centro Público,13.413858868404322,0.06357279084551812,0.03178639542275906,0.0,13.5092180546726,-86.4907819453274
Extremadura,Total,Centro Privado,13.741875580315691,0.04642525533890436,22.934076137418757,0.5571030640668524,37.2794800371402,-62.7205199628598
Extremadura,Hombres,Total,20.229197807673145,0.04982561036372696,21.375186846038865,0.29895366218236175,41.9531639262581,-58.0468360737419
Extremadura,Hombres,Centro Público,20.22207267833109,0.06729475100942127,21.332436069986542,0.0,41.62180349932706,-58.37819650067294
Extremadura,Mujeres,Total,7.40072202166065,0.06768953068592058,0.02256317689530686,0.0,7.490974729241878,-92.50902527075812
Extremadura,Mujeres,Centro Público,7.319277108433735,0.060240963855421686,27.981927710843372,0.0,35.36144578313253,-64.63855421686748
Galicia,Total,Centro Público,17.61835923382725,59.37838814600651,22.48825442717745,0.0,99.4850018070112,-0.5149981929887986
Galicia,Total,Centro Privado,16.508178014454167,0.05705591479650057,18.295930011411183,0.0,34.861163940661854,-65.13883605933815
Galicia,Hombres,Centro Público,0.019065776930409915,0.057197330791229746,17.216396568160153,0.0,17.292659675881794,-82.7073403241182
Galicia,Hombres,Centro Privado,21.513183034008406,0.07642338555598013,18.11234237676729,0.0,39.70194879633168,-60.29805120366832
Galicia,Mujeres,Total,9.629017013232515,0.07088846880907372,0.023629489603024575,0.0,9.723534971644613,-90.27646502835539
Galicia,Mujeres,Centro Público,8.758371973209686,0.06869311351537008,0.03434655675768504,0.0,8.861411643482741,-91.13858835651726
Galicia,Mujeres,Centro Privado,11.54865581219235,0.07572889057175312,18.477849299507763,0.0,30.102234002271867,-69.89776599772813
"Madrid, Comunidad de",Total,Centro Público,17.852931465496912,59.350974010659876,21.895193622942315,0.0,99.0990990990991,-0.9009009009008935
"Madrid, Comunidad de",Hombres,Total,30.43811412602542,59.20850987108987,9.492472730550798,0.0,99.1390967276661,-0.8609032723338998
"Madrid, Comunidad de",Hombres,Centro Público,29.910103576314246,54.20168067226891,14.021887824897401,0.0,98.13367207348055,-1.8663279265194461
"Madrid, Comunidad de",Hombres,Centro Privado,0.03346720214190094,0.06693440428380187,5.614123159303882,0.0,5.7145247657295855,-94.28547523427042
"Madrid, Comunidad de",Mujeres,Centro Público,6.601623050971095,0.06382784717789733,0.027354791647670285,0.0,6.692805689796662,-93.30719431020334
"Madrid, Comunidad de",Mujeres,Centro Privado,4.278738723826864,0.06620872299925515,0.02482827112472068,0.0,4.36977571795084,-95.63022428204916
Melilla,Total,Total,17.77777777777778,51.52777777777778,28.194444444444443,0.0008333333333333334,97.50083333333333,-2.4991666666666674
Melilla,Total,Centro Público,20.71197411003236,52.9126213592233,25.40453074433657,0.000970873786407767,99.03009708737864,-0.9699029126213645
Melilla,Total,Centro Privado,0.0,42.15686274509804,45.09803921568628,0.0,87.25490196078431,-12.74509803921569
Melilla,Hombres,Total,22.289156626506024,51.80722891566265,24.397590361445783,0.0018072289156626507,98.49578313253012,-1.5042168674698786
Melilla,Hombres,Centro Público,25.34246575342466,52.054794520547944,20.89041095890411,0.002054794520547945,98.28972602739726,-1.7102739726027352
Melilla,Mujeres,Total,14.175257731958762,51.28865979381443,31.443298969072163,0.0,96.90721649484536,-3.0927835051546424
Melilla,Mujeres,Centro Privado,0.0,37.096774193548384,41.935483870967744,0.0,79.03225806451613,-20.967741935483872
"Murcia, Región de",Total,Centro Privado,14.916979110873058,0.08034279592929834,16.256025709694697,0.0,31.253347616497052,-68.74665238350295
"Murcia, Región de",Hombres,Total,0.01824817518248175,0.05474452554744526,13.558394160583942,1.0218978102189782,14.653284671532848,-85.34671532846716
"Murcia, Región de",Hombres,Centro Público,0.026881720430107527,0.053763440860215055,13.548387096774194,1.5053763440860215,15.134408602150538,-84.86559139784946
"Murcia, Región de",Hombres,Centro Privado,21.988636363636363,0.056818181818181816,13.579545454545455,0.0,35.625,-64.375
"Murcia, Región de",Mujeres,Total,6.591058514135438,0.06574621959237344,0.01643655489809336,0.0,6.6732412886259045,-93.3267587113741
"Murcia, Región de",Mujeres,Centro Público,5.62043795620438,0.072992700729927,21.94647201946472,0.0,27.63990267639903,-72.36009732360097
"Murcia, Región de",Mujeres,Centro Privado,8.611955420466058,0.05065856129685917,18.693009118541035,0.0,27.35562310030395,-72.64437689969606
"Navarra, Comunidad Foral de",Total,Total,12.16378964271377,0.060216780409474105,18.62705740666399,0.3010839020473705,31.152147731834603,-68.8478522681654
"Navarra, Comunidad Foral de",Total,Centro Público,10.393646408839778,0.06906077348066299,20.027624309392266,0.0,30.49033149171271,-69.50966850828729
"Navarra, Comunidad Foral de",Total,Centro Privado,14.669223394055608,0.04793863854266539,16.682646212847555,0.7190795781399808,32.11888782358581,-67.88111217641419
"Navarra, Comunidad Foral de",Hombres,Total,15.895124948791478,0.0819336337566571,19.25440393281442,0.6145022531749283,35.845964768537485,-64.15403523146252
"Navarra, Comunidad Foral de",Hombres,Centro Público,13.027916964924838,63.77952755905512,22.04724409448819,0.0,98.85468861846815,-1.1453113815318545
"Navarra, Comunidad Foral de",Hombres,Centro Privado,19.731800766283524,61.877394636015325,15.517241379310345,1.4367816091954022,98.5632183908046,-1.4367816091954069
"Navarra, Comunidad Foral de",Mujeres,Total,8.579299488390397,0.07870916961826052,18.06375442739079,0.0,26.72176308539945,-73.27823691460055
"Navarra, Comunidad Foral de",Mujeres,Centro Público,7.938625750500334,0.066711140760507,18.212141427618413,0.0,26.21747831887925,-73.78252168112076
País Vasco,Total,Centro Público,8.559046587215601,0.0773874013310633,0.015477480266212661,0.0,8.651911468812877,-91.34808853118713
País Vasco,Hombres,Total,0.02720348204570185,0.06800870511425462,9.98367791077258,0.0,10.078890097932536,-89.92110990206746
