Sexo,Usuario_Experto_Pct,Usuario_Avanzado_Pct,Usuario_Basico_Pct,No_Usuario_Pct
Hombres,20.892011204593363,31.442666676424675,17.7423571264673,0.30963862395662395
Mujeres,8.145855280468583,23.458958619395947,15.043938336593783,0.0
