Métrica,mean,std,min,max,median
Usuario_Experto_Pct,14.075235584555884,8.220381296926762,0.0,37.91208791208791,14.268415741675076
Usuario_Avanzado_Pct,31.40723442987909,29.916953051415412,0.04152823920265781,73.94305435720449,50.0
Usuario_Basico_Pct,19.006948542308315,9.157996785016854,0.01331026221216558,50.0,19.779116465863453
No_Usuario_Pct,0.1417843898287923,0.3123057098607834,0.0,1.5053763440860215,0.0
