Habilidades TIC,Usuario_Experto_Pct,Usuario_Avanzado_Pct,Usuario_Basico_Pct,No_Usuario_Pct
Usuario_Experto_Pct,1.0,0.05913119465259903,-0.08585621089154757,0.25735089881470896
Usuario_Avanzado_Pct,0.05913119465259903,1.0,-0.11783969414771482,-0.07666861230799708
Usuario_Basico_Pct,-0.08585621089154757,-0.11783969414771482,1.0,-0.38347747068430366
No_Usuario_Pct,0.25735089881470896,-0.07666861230799708,-0.38347747068430366,1.0
