CCAA,Sexo,Tipo_Centro,Total,Usuario_Experto_Pct,Usuario_Avanzado_Pct,Usuario_Basico_Pct,No_Usuario_Pct,No_Consta_Pct,Usuario_Alto_Pct,Brecha_Digital_Pct,Calidad_TIC
Andalucía,Hombres,Total,0.0,19.938277684756557,54.70632653731245,24.514921698020288,0.5384287074427919,0.3020453724679077,74.644604222069,25.05335040546308,Alta
Andalucía,Mujeres,Total,0.0,11.087673430583202,59.31845865890252,29.593867910514277,0.0,0.0,70.40613208948572,29.593867910514277,Baja
Aragón,Hombres,Total,0.0,0.023245002324500233,0.0697350069735007,15.364946536494653,0.0,1.1622501162250116,0.09298000929800093,15.364946536494653,Baja
Aragón,Mujeres,Total,0.0,5.546568061012248,0.06933210076265311,0.023110700254217704,0.0,1.386642015253062,5.615900161774902,0.023110700254217704,Baja
"Asturias, Principado de",Hombres,Total,0.0,25.61576354679803,0.06568144499178982,15.697865353037766,0.722495894909688,0.0,25.681444991789817,16.420361247947454,Alta
"Asturias, Principado de",Mujeres,Total,0.0,8.158799624882775,0.06251953735542357,27.227258518286966,0.0,0.0,8.2213191622382,27.227258518286966,Baja
"Balears, Illes",Hombres,Total,0.0,23.072429906542055,0.05841121495327103,18.16588785046729,0.0,1.139018691588785,23.130841121495326,18.16588785046729,Alta
"Balears, Illes",Mujeres,Total,0.0,7.247535305089262,0.07993605115907274,25.153210764721557,0.0,0.0,7.327471356248335,25.153210764721557,Baja
Canarias,Hombres,Total,0.0,24.828605995429495,53.3270600887216,21.844333915848903,0.0,0.0,78.1556660841511,21.844333915848903,Alta
Canarias,Mujeres,Total,0.0,2.696965913347484,0.06242976651267324,0.037457859907603946,0.0,0.0,2.759395679860157,0.037457859907603946,Baja
Cantabria,Hombres,Total,0.0,24.295233213736545,0.051255766273705795,16.35058944131215,0.5125576627370579,0.5125576627370579,24.34648898001025,16.863147104049208,Alta
Cantabria,Mujeres,Total,0.0,7.042253521126761,0.05216484089723526,26.395409494001044,0.0,0.0,7.094418362023996,26.395409494001044,Baja
Castilla - La Mancha,Hombres,Total,0.0,30.293019247342716,50.9192760700948,17.17897155989658,0.8043665613329503,0.8043665613329503,81.21229531743752,17.983338121229533,Alta
Castilla - La Mancha,Mujeres,Total,0.0,11.925233644859814,0.06230529595015576,0.024922118380062305,0.0,2.2803738317757007,11.98753894080997,0.024922118380062305,Baja
Castilla y León,Hombres,Total,0.0,22.885761379485228,58.260428553315585,18.397362748827184,0.4564473183720046,0.0,81.14618993280081,18.853810067199188,Alta
Castilla y León,Mujeres,Total,0.0,9.958907420836354,0.0725163161711385,0.024172105390379502,0.0,0.0,10.031423737007493,0.024172105390379502,Baja
Cataluña,Hombres,Total,0.0,32.54686018525272,55.04339581358034,10.972941433885202,0.9116767558894319,0.5251258113923127,87.59025599883306,11.884618189774635,Alta
