Tipo_Centro,Usuario_Experto_Pct,Usuario_Avanzado_Pct,Usuario_Basico_Pct,No_Usuario_Pct
Centro Público,16.45757465361553,36.931608700709496,20.075634491735048,0.13384653079426542
Centro Privado,14.266381062500255,28.991640253338375,20.48004895657745,0.1574071863853784
